month,hour,year,location,operator,route,type,aboard,fatalities,summary
8,5,2001,"Ithaca, New York",Ameristar Jet Charter,"Ithaca, NY - Jackson, MI",Learjet 25,2,2,"Shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. The pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. Factors in the accident were the low visibility and cloud conditions, and the dark night."
8,18,2001,"Marsh Harbour, Bahamas",Blackhawk Int. Airways  - Private charter,Abaco - Miami,Cessna 402B,9,9,"The aircraft crashed in flames approximately 200 ft. past the end of the runway while attempting to take off. The plane was overloaded by several hundred pounds and the weight improperly distributed, causing the pilot to lose control of the aircraft. R&B singer and actress Aaliyah Haughton, 22, was among those killed. Traces of cocaine and alcohol were found during the autopsy of the pilot. The plane was overloaded."
8,10,2001,"Near Malaga, Spain",Binter Mediterráneo,Melilla - Málaga,CASA  CN-235-200,47,4,"The aircraft crash-landed on a highway near Ruiz Picasso Airport in Málaga. While on final approach, the pilot reported failure of the plane's left engine forcing the crew to make an emergency landing.  The plane crashed 1,300 ft. short of the runway. The pilot later died of his injuries."
9,8,2001,"New York City, New York",American Airlines,Boston - Los Angeles,Boeing 767-223ER,92,92,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the north tower of the World Trade Center between the 94th and 99th floors at approximately 450 mph.  After 102 minutes, the building collapsed. It was one of four planes that were hijacked the same day."
9,9,2001,"Arlington, Virginia.",American Airlines,Washington D.C. - Los Angeles,Boeing B-757-223,64,64,The aircraft was hijacked after taking off from Dulles International Airport. The hijackers took control of the aircraft and deliberately crashed it into the Pentagon. It was one of four planes that were hijacked the same day.
9,10,2001,"Shanksville, Pennsylvania",United Air Lines,Newark - San Francisco,Boeing B-757-222,44,44,The aircraft was hijacked after taking off from Newark International Airport. The hijackers took control of the aircraft and turned the plane towards Washington D.C.  A struggle ensued between the passengers and hijackers after which the plane crashed at a high rate of speed into a field in the Pennsylvania countryside. It was one of four planes that were hijacked the same day.
9,9,2001,"New York City, New York",United Air Lines,Boston - Los Angeles,Boeing B-767-222,65,65,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the south tower of the World Trade Center between the 78th and 84th floors at approximately 550 mph. After 56 minutes, the building collapsed. It was one of four planes that were hijacked the same day."
9,16,2001,"Near Chichen Itza, Mexico",Aero Ferinco Charter,Chichen Itza - Cozumel,LET 410UVP,19,19,"The aircraft crashed 4.4 miles from Kura Airport shortly after a normal takeoff. The plane was flying at about 1,500 feet when it began turning onto a course requested by the air trafficontroller. It did not stop turning and suddenly plunged to the ground."
9,7,2001,"Guatemala City, Guatemala",AtlantiAirlines,"Guatemala City - San Pedro Sula, Honduras",LET 410UVP-E,13,9,The aircraft was taking off from Guatemala's Aurora Airport when it lost power in one of it's engines and crashed to the ground.
10,13,2001,"Decatur Island, Washington",Aeronautical Services - Air Taxi,"Decatur Island, WAAnacortez, WA",Cessna 172N,3,3,"Witnesses to the accident reported that shortly after departing from the northbound turf runway the pilot initiated a 360-degree turn to the right (east). Shortly before completing the turn, the aircraft banked sharply to the left, pitched down, and collided with trees in a nose-low attitude. The pilot's failure to maintain airspeed during a low altitude turn, resulting in a stall. The pilot exceeding the aircraft's maximum gross takeoff weight was a factor."
10,13,2001,"110 miles SW of Sochi, Russia",Sibir Airlines,"Tel Aviv -  Novosibirsk, Russia",Tupolev Tu-154M,78,78,"The aircraft exploded in mid-air at 36,000 ft. while  en route over the Black Sea. The plane then nose-dived crashing into the water. The airliner was brought down accidentally by a Ukrainian surface-to-air missile, fired during military exercises."
10,8,2001,"Milan, Italy",Scandinavian Airlines (SAS) / Private,Milan - Copenhagen / Milan - Paris,MD-87 / Cessna 525A Citation II,114,114,"The aircraft was taking off from Linate Airport in fog and poor visibility when it struck a German Cessna Citation II business jet. The MD-87 then swerved off the runway and  collided with the airport's baggage handling building, bursting into flames. The Cessna,  which was about to take off for Paris, entered the active runway by mistake, after  having been told by the tower to enter a different runway. One hundred four passengers and 6 crew on the MD-87 and  2 passengers and 2 crew on the Citation were killed along with 4 on the ground. The MD-87 was named Lage Viking.  Caused largely by human error and poorly followed safety procedures. Communication between the aircraft and the tower had been 'in English and Italian,' as opposed to aviation standards that only English be spoken. In addition, despite the poor visibility, control tower operators failed to ask the Cessna to read back his instructions to make sure they were understood."
10,17,2001,"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc.,Iyachisakus Lake - Mollet Lake,de Havilland DHC-2 Mk 1 Beaver,7,3,The seaplane crashed into Mollet Lake while attempting to land. The seaplane stalled at an altitude that did not allow the pilot time to recover from the stall. The stall occurred in circumstances conducive to illusions created by drift.
10,10,2001,"Off Valencia, Spain",Flightline,"Barcelona - Oran, Algeria",Swearingen SA-226AT Merlin IV,10,10,"The plane was en-route from Barcelona, Spain to Oran, Algeria, 80 miles off the coast of Valencia, Spain when it informed Valencia ATC it was going to change course in order to avoid bad weather. There was no further contact with the aircraft. Debris was sighted two days later on the water."
10,9,2001,"Dillingham, Alaska",PenAir,Dillingham - King Salmon,Cessna 208 Caravan,10,10,"Shortly after taking off from Dillingham, the aircraft's wing dipped, the nose pitched up, the plane became inverted and crashed to the ground. The weather was clear and windy at the time of the accident. An in-flight loss of control resulting from upper surface ice contamination that the pilot-in-command failed to detect during his preflight inspection of the airplane. Contributing to the accident was the lack of a preflight inspection requirement for CE-208 pilots to examine at close range the upper surface of the wing for ice contamination when ground icing conditions exist."
10,23,2001,"Shamattawa, Canada",Perimeter Airlines,Gods Narrows - Shamattawa,Swearingen SA.226TC Metro I,3,2,"The air ambulance was flown into terrain during an overshoot because the required climb angle was not set and maintained to ensure a positive rate of climb. During the go-around, conditions were present for somatograviillusion, which most likely led to the captain losing situational awareness."
10,18,2001,"Near Humiata, Brazil",Air Taxi - Continental Air Taxi,Humiata - Altamira,EMB 810C Seneca,6,3,Thirty minutes into the flight both engines quit and the pilot had to make an emergency landing in the rainforest.
10,15,2001,"Anchorage, Alaska",ERA Aviation - Air Taxi,"Fire Island, AK - Anchorage, AK",Bell 206L,5,3,"The helicopter was flying very low because the pilot was not instrument rated. The skid hit the water followed by the tail rotor and the helicopter crashed. The pilot's failure to maintain clearance from the surface of an open body of water while intentionally attempting to maintain a very low altitude while in cruise flight. Factors include falling snow, low ceilings, whiteout/greyout conditions, and flat/glassy water."
11,9,2001,"Belle Harbor, Queens, New York",American Airlines,"New York City - Santo Domingo, Dominican Rep.",Airbus A-300-605R,260,260,"Three minutes after taking off and while in a climbing left turn, at 2,800 ft., parts of the plane, including the vertical stabilizer and rudder, fell from the aircraft. The crew soon lost control of the plane which nose dived and crashed into a residential neighborhood. After flying into the wake turbulence of two aircraft about two minutes into the flight, investigators believe a series of quick rudder swings by the copilot whipped the tail so severely that the fin broke off. The National Transportation Safety Board has found that pilot error was the probable cause. Sharply criticizing American Airlines Advanced Aircraft Maneuvering Program, the Board said that American Airlines' pilot training included a simulator exercise which could have caused the first officer to have an unrealistiand exaggerated view of the effects of wake turbulence, erroneously associate wake turbulence encounters with the need for aggressive roll upset recovery techniques and develop control strategies that would produce a much different -- and potentially surprising and confusing -- response if performed during flight. In addition, because of its high sensitivity, the Airbus A-300-600 rudder control system is susceptible to potentially hazardous rudder pedal inputs at higher airspeed."
11,21,2001,"Kalyazin, Russia",Charter - IRS Aero,Khatanga - Moscow,Ilyushin 18V,27,27,Residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. Wreckage was spread over a 1.5 mile area. Serious maintenance violations and operational procedures were discovered during the investigation of the accident.
11,13,2001,"Pittsburgh, Pennsylvania",Universal Jet Aviation,"Pittsburgh, PA - Baca Raton, Fl",Learjet 25B,2,2,"The cargo plane was not able to gain altitude, veered off the runway and crashed. The (undetermined) pilot-at-the-controls' early, and over rotation of the airplane's nose during the takeoff attempt, and his failure to maintain directional control. Also causal, was the captain's inadequate remedial action, both during the takeoff attempt and after the airplane departed the runway."
11,18,2001,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),Tallinn - Kardla,Antonov AN-28,17,2,The plane crashed into a marshy forested area about 2 kilometer short of its destination at Kardla Airport. Several errors by the pilot.
11,22,2001,"Birchwil, Switzerland",Crossair,Berlin - Zurich,BAE Avro RJ100,33,24,"The aircraft was flying through a mix of rain and snow on final approach, when it crashed in a wooded area, 5.5 miles from Zurich Airport where it was scheduled to land on Runway 28.  At 22.03 the aircraft was descending to 4000 ft. on final approach.  At 22.05 the captain reported reaching the minimum descent altitude and stated he could see the ground. Shortly after, the radio altimeter reported 500 ft. agl, followed by a 'minimum' warning. A go-around was ordered, but it was too late and the aircraft struck trees and crashed. American pop singer, Melanie Thornton, 34, killed. Maria Serano Serano and Nathaly van het Ende both 27, and members of the pop-musitrio, Passion Fruit, also killed. The pilot had been working more than 13 hours when the accident took place and had also exceeded maximum duty several times in the days preceding the crash."
11,1,2001,"Port Harcourt, Nigeria",MK Airlines,Luxembourg - Port Harcourt,Boeing 747-246F,13,1,"The cargo plane contacted the ground 700 meters short of the runway, broke in two and burned."
11,11,2001,"San Jerónimo de Moravia , Costa Rica",SANSA,San Jose - Quepos,Cessna 208B Grand Caravan,8,3,"The plane crashed into Chontal Hill in the Tarrazú mountain range, 5 minutes before it was scheduled arrival at Quepos. The aircraft was flying IFR, in clouds, when it crashed into trees and broke apart. The plane was off to the left of its intended flight path."
12,12,2001,"Near Novaya Inya , Russia","Military - Russian, cargo",Moscow - Bratsk - Anadyr,Ilyushin IL- 76TD,18,18,A fire broke out aboard the aircraft while en route at FL290. The crew was preparing for an emergency landing when two explosions tore apart the plane causing it to crash.
12,1,2001,"Bessemer, Alabama",Air Carriers,Little Rock - Bessemer,Cessna 208B Grand Caravan,2,2,"The cargo plane crashed into high ground less than 5 miles from the airport while on an ILS approach. The poor in-flight planning by the pilot-in-command for his initiation of the ILS approach to runway 05 with weather conditions below minimums for the approach contrary to the Federal Aviation Regulations, and the failure of the pilot to maintain control of the airplane during a missed approach resulting in the in-flight collision with trees then terrain."
12,18,2001,"Sierra Blanca, Texas",Air Cargo Express,Harlingen - El Paso,Learjet 24D,2,2,While enroute the cargo plane on a positioning flight entered an uncontroled descent and crashed. Loss of control during descent for undetermined reasons.
12,10,2001,"Near Medellin, Colombia",Heliandes,Medellin - Quibdo,Let 410UVP-E,16,16,"The aircraft crashed into El Silencio de El manzanillo mountain at 7,800 ft., 3 minutes after taking off in heavy rain and poor visibility from Medellin Airport."
12,22'08,2001,"Zurich, Switzerland",Eagle Air,,Cessna 560 Citation V,2,2,"After reaching a height of 500 ft. the aircraft began to loose altitude until the plane impacted the ground at the end of Runway 34. The crew lost spatial orientation after take-off, leading to an unintentional loss of altitude. The copilot's basitraining in instrument flying did not include night instrument take-offs. The crew's method of working was adversely affected by great time pressure. Executing the take-off as a rolling take-off was not adapted to the prevailing meteorological conditions."
12,10,2001,"Bremerhaven, Germany",BAL Bremerhaven Airline,Bremerhaven - Wangerooge,Britten Norman BN-2B Trislander,9,8,"The aircraft crashed into the Weser River shortly after taking off from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries."
1,18,2002,"Hollywood, Florida",Air Taxi - Air Taxi Inc.,,Piper PA-31-250,5,5,"The pilot declared an emergency and ditched into AtlantiOcean, 300 yards off Dania Beach in 15 feet of water. The pilot's inadequate planning for a Title 14 CFR Part 135 on-demand air taxi flight, and his failure to refuel the airplane, which resulted in fuel exhaustion while en route over the AtlantiOcean, a power off glide, and ditching in the ocean."
1,12,2002,"Birmingham, England",Agco Corp,"Birmingham, England - Bangor, MA",Canadair CL-604,5,5,"After taking off, banked to the left, wing contacted ground, a fire erupted and the aircraft broke up. Failure of the crew to de-ice the wings before takeoff. Possible impairment of crew performance by the combined effects of a non-prescription drug, jet-lag and fatigue were also considered factors."
1,7,2002,"Bilbao, Spain",Ibertrans Aérea,Madrid - Bilbao,Embraer EMB-120 Brasilia,3,3,"While descending, the cargo plane struck Mount Santa Maria Vieja, 35 km from the airport in fog and poor visibility."
1,8,2002,"Chilpancingo, Mexico",Procuraduría General de la República,Mexico City - Chilpancingo,de Havilland DHC-6 Twin Otter 300,17,5,"During a landing attempt at Chilpancingo, the aircraft left the runway, struck a concrete perimeter wall, overturned and burned. The government plane belonged to the General Office of the judge advocate."
1,16,2002,"Near Solo, Indonesia",Garuda Indonesia Airlines,Ampenan - Yogyakarta - Jakarta,Boeing B-737-3Q8,62,1,"The aircraft suffered a flame out of both engines in torrential rains while on approach  to Yogyakarta. The crew made an emergency landing in the Bengawan Solo River, in shallow water. The plane circled several times before diving in a steep course towards the river. The plane's left wing struck a river bank before it plunged into the water. A flight attendant drowned in the shallow water when she jumped from the plane."
1,11,2002,"Near La Bonita, Ecuador",Petroproducción,Quito - Lago Agrio,Fairchild FH-227E,26,26,"The plane crashed into del cerro El Tigre mountain in the jungles of the Amazon at an elevation of 14,700 ft.  The 35 minute flight was transporting oil workers to a remote oil field."
1,c: 9:40,2002,"Near Milford Sound, New Zealand",Air Fiordland,Te Anau  - Milford Sound,Cessna 207 Skywagon,6,6,"The sightseeing plane hit a mountainside at  an elevation of 4,500 ft.,  200 ft. below the summit. The weather was clear at the time of the accident."
1,11,2002,"Near Ipiales, Colombia",TAME,Quito -  Tulcán - Cali,Boeing B-727-134,92,92,"The airliner crashed into the fogbound 15,721 ft. Nevado de Cumbal volcano, in the Andes mountains, near the Ecuador / Colombian border. Air trafficontrol lost contact with the plane as it circled into Colombian territory to maneuver around snow capped mountain peaks and return to the Ecuadorian border city of Tulcán."
2,17,2002,"Ellsworth AFB, South Dakota",Military - U.S. Air Force,Training,Learjet C-21A,2,2,While practicing touch-and-goes the aircraft made  a sharp turn to the left which continued until the aircraft turned over and crashed.
2,7,2002,"Near Khorramabed, Iran",Iran Air Tours,Tehran - Khorramabed,Tupolev TU-154,117,117,Crashed against the side of a mountain in heavy fog in the Sefid Kouh mountain range while on approach to Khorramabad. The plane was totally destroyed and scattered in small pieces across the mountain. Pilot error.
2,6,2002,"Monrovia, Liberia",Tiramavia,,Antonov 12BP,10,1,The cargo plane crashed while attempting to make an emergency landing.
2,20,2002,"Lakhta, Russia",Military - Russian Navy,Sanofov - Lakhta,Antonov AN-26,20,17,"The plane was making an emergency landing after two previous attempts in heavy snow and strong winds when it clipped treetops and crashed into a field, approximately 1.5km short of the runway."
2,2,2002,"Off Dumaguete, Philippines",Military - U.S. Army,Basilan - Mactan Island,MH-47 Chinook helicopter,10,10,"A helicopter ferrying U.S. troops in a counter-terrorism exercise, crashed into the sea, 30 minutes before its scheduled arrival at Mactan Island. The helicopter was flying in tandem with another U.S. Army Chinook when it crashed."
3,13,2002,"Monte Rotondo, Italy",Svedijos Prekés,"Budapest, Hungary - Tunis, Tunisia",Antonov 2TP,3,3,"While en route the cargo plane impacted the side of a mountain at an altitude of 6,167 ft.  Pilot error. The crew did not conform to the VFR that required a track change to maintain the required flight parameters and/or a diversion to a suitable alternate airport."
3,16,2002,"Near Placetas, Cuba",Charter - Aerotaxi,Cienfuegos -- Cayo Coco,Antonov AN-2,17,17,"While en-route, 35 minutes into the flight, the bi-plane crashed near Santa Clara. The plane was seen spinning out of control before it hit the ground. A strong gust of wind, possibly a small tornado, tore off the top part of the left wing."
3,2,2002,"Alma, Wisconsin",Priorty Air Charter,Minneapolis - Detroit,Cessna 208B Caravan I Super Cargomaster,1,1,"After encountering icing, the pilot of the cargo plane decided to divert to the nearest airport but continued to lose altitude until he crashed into trees. The pilot not removing the ice contamination from the airplane prior to departure and the pilot intentionally flying into known severe icing conditions, resulting in the aircraft not being able to maintain altitude/clearance from the terrain. Factors to the accident included the icing conditions and the trees encountered during the forced landing."
3,8,2002,"Off Djibouti, Republiof Djibouti",Djibouti Airlines,"Mogadishu, Somalia - Djibouti",Let 410UVP-E,4,4,The cargo plane crashed into the ocean while on approach to Runway 27.
4,7,2002,"Near Cairns, QLD, Australia",Air Taxi,Cairns - Hicks Island,Shrike Commander 500S,4,4,"Crashed into low terrain while en route. Why the pilot continued flight into marginal weather conditions at an altitude that was insufficient to ensure terrain clearance, could not be established."
4,4,2002,"Palma de Mallorca, Spain",Tadair,Madrid - Palma de Mallorca,Swearingen SA.227AC Metro III,2,2,The cargo plane crashed into lights near the runway threshold while attempting to land on Runway 24L.
4,11,2002,"Busan, South Korea",Air China,Beijing - Busan,Boeing B-767-200ER,166,128,"The aircraft crashed onto a mountain, in fog, wind and rain while attempting to land at Kimhae Airport. A strong southerly wind required the aircraft to make a turn and approach the runway from the north. The aircraft crashed near the peak of Mt. Mulbong, approximately 3 mile north of the runway. The plane bounced three times before hitting the ground and exploding. More than 1,000 trees were uprooted by the impact. The plane was off course when the crew turned on final. Operational errors by the crew. Lack of pilot experience in landing in adverse weather conditions. First Air China fatal accident."
4,9,2002,"Near Sweers Island, QLD, Australia",Air taxi,Mornington Island - Normanton,Cessna U206A,6,6,Crashed while en route. The pilot's limited experience in instrument flight conditions may have been insufficient to prevent a loss of aircraft control when he inadvertently entered an area of low visibility in the Sweers Island area.
4,9,2002,"Popayán, Colombia",SELVA Colombia,Medellín - Popayán,Antonov AN-32A,8,3,"The plane was being used by the Penitentiary and Prison National Institute, Inpec, to fly prisoners from Medellín to Popayán. The aircraft had just finished flying 50 prisoners to Popayán when it took off from Popayán to pick up more prisoners. The aircraft nosed into the ground shortly after becoming airborne."
4,13,2002,"Near Olancho, Honduras",Private,,Cessna 206G,6,6,"The aircraft crashed in the El Urracal mountains, 12 miles from the runway were it took off at El Aguacate Air Force base. The wreckage of the airplane was in a box canyon on the east side of the 45-degree sloping terrain at an elevation of 3,500 feet. Those aboard were surveying the Patruca jungle on a conservation project. Among those killed were three mayors from cities in the region. Observers on the ground reported the plane was on fire before it crashed."
4,6,2002,"Near Abakan, Russia",Private,,Mi-8 helicopter,20,8,"The helicopter struck power lines and crashed in near-zero visibility. Governor of Krasnoyarsk territory, Alexander Lebed, 52, was among those killed. 'Power line, power line!' were the last words of the pilot. Thick fog concealing a frost-covered power line led to the helicopter crash."
5,13,2002,"Kano, Nigeria",EAS Airlines (Executive Airline Services),Abuja - Jos - Kano - Lagos,BAC One-Eleven 525FT,77,74,"The aircraft crashed into houses, two mosques and a school in the densely populated neighborhood of Gwammaja, approximately  1.2 miles from Kano International Airport, shortly after taking off. There were reports of an engine failure and  fire during the takeoff."
5,15,2002,"Near Tunis, Tunisia",EgyptAir,Cairo - Tunis,Boeing B-737-566,62,14,"The jet airliner crashed into a hillside, 4 miles from the Tunis-Carthage airport, as the pilot attempted to make a landing. The plane's landing gear had failed to open during the approach into Tunis-Carthage airport and the pilot had made another circuit before attempting a fresh landing when the plane crashed in heavy rain and high winds. The accident was attributed to the rough weather conditions and the pilot's inability to deal with the situation."
5,21,2002,"Off Dalian, China",China Northern Airlines,Beijing - Dalian,McDonnell Douglas MD-82,112,112,"The MD-82 crashed into the Dalian Bay, 12 miles east of Dalian airport. The pilot reported a fire aboard the aircraft and the cabin lights were out prior to the plane impacting the water.  The accident was caused by an act of sabotage by a passenger who lit a fire in the cabin. He had bought multiple insurance policies before boarding the flight."
5,19,2002,"Near Calabar, Nigeria",Sky Executive Air Services,Port Harcourt - Calabar,LET 410UVP,5,5,"The plane crashed approximately 12 miles from Calabar while attempting to land. All passengers departed at Port Harcourt and only a crew of 5 was aboard. The premature departure of the plane from the normal minimum safe altitude of 2,500 ft. without air trafficontroller's clearance until it flew into the terrain. Other contributing factors were the emergence of electrical problem on the aircraft at the commencement of the approach which might have distracted the  pilot  and unfavorable weather conditions of low ceiling and thunderstorms which impaired visibility at the critical time of descent."
5,15,2002,"Off Penghu Island, Taiwan",China Airlines (Taiwan),Taipei - Hong Kong,Boeing B-747-209B,225,225,"The flight crashed into the sea, 31 miles NE of the Penghu (Pescadore) Islands in the Taiwan Strait. The plane disappeared from radar while flying at 35,000 ft. approximately 20 minutes after taking off from Chiang Kai Shek Airport. There was no distress call and the weather was good at the time. Military radar revealed the aircraft  disintegrated in midair, breaking into four pieces. Only 175 of 225 bodies were recovered. The carrier  failed to conduct a preventive anti-rust operation in a timely manner every four years. Damage from a 1980 tailstrike was not properly repaired and fatigue cracks formed, which eventually led to a structural failure."
6,6,2002,"George, South Africa",Airquarius Aviation - Charter,Bloemfontein - George,Hawker Siddeley HS-748-372,3,3,"The private postal service plane crashed into the Outeniqua mountains, near Outeniqua Pass, after a missed approach to George Airport. The aircraft crashed as it circled for another landing attempting poor weather conditions. Former South African cricket captain, Hansie Cronje, 32, the only passenger aboard, was killed along with the crew. Pilot error. The pilot broke with procedure when trying to land the small cargo plane and failed to heed warnings that the aircraft was too near the ground."
6,9,2002,"Winnipeg, Manitoba",Keystone Air Services Ltd. - Air Taxi,Winnipeg Manitoba,PA- 31-350 Chieftain,8,1,"While on a second approach, the pilot radioed a mayday saying that both his engines had failed.  The aircraft landed at an intersection striking a vehicle. Fuel starvation."
6,21,2002,"Near Gardez, Afghanistan",Military - U.S. Air Force,,Lockheed MC-130H Hercules,10,3,While participating in a night mission to remove U.S. Special Forces troops the plane crashed 2.5 miles from the airstrip. Overloaded. The excessive cargo weight loaded on the aircraft at the Band E Sardeh Dam landing zone.
7,23,2002,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,Moscow-Munich-Barcelona / Bahrain/Brussels,Tupolev TU-154M / Boeing B-757-23APF,71,71,"The airliner and cargo plane collided over southern Germany at 35,400 ft. Debris was spread across a 20 mile radius. Fifty-two children on a beach holiday were among the 69 aboard the Tupolev. The Tupolev pilot received contradictory instructions. The collision avoidance warning system (TCAS) told the pilot to ascend followed by an order from the Swiss air trafficontroller to descend one second later. The Russian plane did not immediately respond to the tower's order to descend, so he repeated the command 14 seconds later. Thirty seconds later the two planes collided. The Tupolev's TCAS was telling the pilots to ascend. The Boeing's TCAS was telling the pilots to descend. The Swiss air trafficontroller was telling the Tupolev's pilots to descend. The air trafficontroller that guided the planes had no way of knowing the Russian pilot was receiving contradictory instruction from his cockpit TCAS unless told so by the pilot. Russian aviation officials said the pilot correctly gave precedence to the control tower, but Western aviation experts said pilots are trained to give precedence to the cockpit warning. In addition, the controller was left alone on duty while his partner went on a break and was preoccupied with another aircraft. This was accepted policy at Skyguide, the Swiss air control company. In addition, maintenance crews, working on the computer system, limited the controller's information he was receiving including conflict alert warnings. Sadly, one-and-a-half years later, the controller, Peter Nielsen, was stabbed to death by a Russian man who had lost his wife and two children in the accident."
7,12,2002,"San Dimas, California",Private,,Cessna 310,2,2,"The aircraft lost power while taking off from Bracket Airport and crashed into picnickers on the shoreline of Puddingstone Lake in Bonelli Park. The plane was observed in a left bank, traveling approximately 30 feet above and parallel to the shoreline, before impacting two trees in a picniarea. Witnesses reported that they did not hear the engines running. The pilot made 3 consecutive mayday calls during the initial climb-out from runway 26L, however, the pilot did not indicate the nature of the emergency.  Two children on the ground were killed. Fifteen others were injured. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall, and subsequent collision with terrain. A contributing factor was the pilot's impairment from the effects of prescription painkilling drugs."
7,11,2002,"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,"N'Djamena, Chad - Brazzaville, Congo",Boeing B-707-123B,27,25,The aircraft crashed 2 miles short of the runway into the Guitangola neighborhood of Bangui. The plane was bound for Brazzaville but diverted to Bangui because of mechanical problems. Two survived but succumbed to their injuries.
7,11,2002,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC","Lake Hood, AK - Iliamna, AK",de Havilland DHC-2,4,4,"The commercial pilot of the float-equipped airplane was transporting passengers to a lodge at a remote lake. When the airplane did not arrive at the lake, a search was initiated, and two days later the wreckage of the airplane was located on the side of a box canyon about the 2,400 foot elevation level. The pilot's failure to maintain clearance from terrain while maneuvering inside a box/blind canyon, resulting in an in-flight collision with terrain. A factor contributing to the accident was the box/blind canyon."
7,19,2002,"Off Cromer, Norfork, England",Bristow Helicopters,Gas platform Clipper - drilling rig Golbal Sante Fe Monach,Sikorsky S-76A,11,11,"The helicopter was ferrying workers from a gas rig to a oil platform in the North Sea when it crashed into the water at high speed, 28 miles northeast of Cromer. The helicopter was at a height of 320 ft. flying in a south-easterly heading when one of the rotor blades failed.  The accident was caused by a broken rotor blade, caused by fatigue, brought about by a lightning strike three years earlier."
7,14,2002,"Surkhet, Nepal",Skyline Airways,Jumla - Surkhet,de Havilland Canada DHC-6 Twin Otter 300,4,4,"The aircraft hit a tree and crashed into a hill, 6 miles north of Surkhet in poor weather conditions. Wreckage was strewn over a wide area."
7,12,2002,"Lviv, Ukraine",Military - Ukraine Air Force,,Sukhoi Su-27,2,0,The Su-76 was performing aerobatics when it crashed into crowd of spectators at an air show at Skniliv Airport in the Ukraine. The aircraft had just performed a steep turn when it appeared to tumble and enter a steep dive from which it failed to recover. The two pilots parachuted to safety.  Pilot error. The pilots ignored their flight plans and performed untried and complicated maneuvers which led to a loss of control. Both received a jail sentence of 14 years.
7,15,2002,"Moscow, Russia",Pulkovo Aviation Enterprise,Moscow - St. Petersburgh,Iluyshin Il-86,16,14,"A Russian passenger airliner on a training flight crashed shortly after takeoff from Moscow's Sheremetyevo Airport. After reaching an altitude of about 600 ft., the plane banked hard left, hit the ground and exploded. Sixteen of 18 crewmembers aboard were killed. Two flight attendants survived. Investigation revealed that the stabilizer spontaneously shifted to the full down position two seconds after takeoff. Six seconds after the shift, the captain tried to compensate by thrusting the control stick forward as far as possible, but was unable to regain control of the aircraft."
8,22,2002,"Caguas, Puerto Rico",Military - U.S. Air Force,Roosevelt Roads NS - Borinquen NGB,Lockheed MC-130H Hercules,10,10,"The military plane crashed into a mountain top, approximately 10 miles south of San Juan, Puerto Rico, in rough terrain, while performing low-level training exercises. Witnesses reported the aircraft was flying low and hit some trees before crashing into a ravine, bursting into flames and disintegrating. There was rain and fog at the time of the accident."
8,12,2002,"Kadjuduwa Watta, Sri Lanka",Military - Sri Lanka Air Force,,Yunshuji Y-8D,5,5,"The military plane developed engine trouble while en route, tried to return to the airport but crashed into a paddy field and was destroyed."
8,9,2002,"Pokhara, Nepal",Shangri La Air,Jomsom - Pokhara,de Havilland Canada DHC-6-300 Twin Otter,18,18,The plane crashed into a hill 3 miles southeast of Pokhara Airport while on approach. The plane broke into several pieces and bodies and wreckage was scattered over a small area. There was poor weather in the area at the time of the accident.
8,11,2002,"Near Ayan, Russia",Vostok Aviakompania,Khabarovsk - Ayan,Antonov AN-28,16,16,The twin prop plane crashed into a cliff in dense fog as it prepared to land at Ayan. ATC lost contact with the aircraft 12 minutes before it was scheduled to land.  The crew made four attempts to land before disappearing off radar.
8,13,2002,"Lexington, Kentucky",Care Flight International,"Marco, Fl - Lexington, KY",Learjet 25C,5,1,"While attempting to land the air ambulance, the thrust reverser deployed lights did not illuminate, so the captain stowed the thrust reverse levers and activated them again with the same result. The captain then released and reapplied the brakes with no effect. The airplane then overran the runway and the right wing struck the ILS antennas and lighting. The plane came to rest and burst into flames. The captain's addition of forward thrust during the landing rollout, which resulted in a lack of braking effectiveness and a subsequent runway overrun. A factor was the captain's inability to deploy the thrust reversers for undetermined reasons."
8,18,2002,"Rio Branco, Brazil",Rico Taxi Aéreo,Cruzeiro do Sul - Tarauaca - Rio Branco,Embraer 120ER Brasilia,31,23,The plane crashed about 1 mile short of the runway in heavy rain and strong winds while attempting to land at Rio Branco Airport. Congressman Ildefonso Cordeiro was among the victims.
9,9,2002,"High Prarie, Alberta, Canada",Airco Charters - Air Taxi,"Edmond, Alberta - High Prarie, Alberta",PA-34-220T Seneca III,2,2,"Crashed into a densly wooded area 7nm from its destination. For undetermined reasons, the aircraft descended below the minimum safe altitude as prescribed on the NDB 25 approach for High Prairie and struck the terrain."
